name,category,filename,image_url,pexels_url,status
Chicken Mayo Sandwich,Sandwiches,sandwiches/chicken-mayo-sandwich.jpg,https://images.pexels.com/photos/32177596/pexels-photo-32177596.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/crispy-chicken-burger-with-mayo-drizzle-32177596/,downloaded
Peri Peri Chicken Panini,Sandwiches,sandwiches/peri-peri-chicken-panini.jpg,https://images.pexels.com/photos/29614913/pexels-photo-29614913.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/delicious-panini-with-french-fries-and-salad-29614913/,downloaded
Tuna Melt Sandwich,Sandwiches,sandwiches/tuna-melt-sandwich.jpg,https://images.pexels.com/photos/27905900/pexels-photo-27905900.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/a-sandwich-with-cheese-lettuce-tomato-and-fries-27905900/,downloaded
Arrabbiata Penne,Pasta,pasta/arrabbiata-penne.jpg,https://images.pexels.com/photos/32689480/pexels-photo-32689480.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/delicious-pasta-dishes-at-buffet-setting-32689480/,downloaded
Alfredo Fettuccine,Pasta,pasta/alfredo-fettuccine.jpg,https://images.pexels.com/photos/5639532/pexels-photo-5639532.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/overhead-view-of-meal-with-cheese-5639532/,downloaded
Pesto Primavera Pasta,Pasta,pasta/pesto-primavera-pasta.jpg,https://images.pexels.com/photos/29042346/pexels-photo-29042346.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/delicious-pesto-penne-pasta-dish-in-sydney-29042346/,downloaded
Baked Mac and Cheese,Pasta,pasta/baked-mac-and-cheese.jpg,https://images.pexels.com/photos/12916866/pexels-photo-12916866.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/cheese-and-meat-in-box-12916866/,downloaded
Chicken Alfredo Pasta,Pasta,pasta/chicken-alfredo-pasta.jpg,https://images.pexels.com/photos/5175578/pexels-photo-5175578.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/white-pasta-on-ceramic-pan-5175578/,downloaded
Spaghetti Meatball Marinara,Pasta,pasta/spaghetti-meatball-marinara.jpg,https://images.pexels.com/photos/34480434/pexels-photo-34480434.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/gourmet-plateau-of-spaghetti-and-meatballs-34480434/,downloaded
Seafood Aglio Olio,Pasta,pasta/seafood-aglio-olio.jpg,https://images.pexels.com/photos/4190997/pexels-photo-4190997.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/yummy-pasta-with-veggies-placed-on-table-near-scattered-peppers-and-spices-4190997/,downloaded
Risotto Funghi,Italian,italian/risotto-funghi.jpg,https://images.pexels.com/photos/8864543/pexels-photo-8864543.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/cooked-food-on-white-ceramic-plate-8864543/,downloaded
Spinach Ricotta Ravioli,Italian,italian/spinach-ricotta-ravioli.jpg,https://images.pexels.com/photos/34565195/pexels-photo-34565195.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/gourmet-ravioli-with-tomato-sauce-and-spinach-34565195/,downloaded
Veg Lasagna al Forno,Italian,italian/veg-lasagna-al-forno.jpg,https://images.pexels.com/photos/5949897/pexels-photo-5949897.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/cheesy-lasagna-dish-on-a-plate-5949897/,downloaded
Gnocchi Pomodoro,Italian,italian/gnocchi-pomodoro.jpg,https://images.pexels.com/photos/6240973/pexels-photo-6240973.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/tasty-gnocchi-with-tomatoes-and-herbs-on-plate-6240973/,downloaded
Chicken Lasagna,Italian,italian/chicken-lasagna.jpg,https://images.pexels.com/photos/5724557/pexels-photo-5724557.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/baked-lasagna-on-a-disposable-food-tray-5724557/,downloaded
Chicken Parmigiana,Italian,italian/chicken-parmigiana.jpg,https://images.pexels.com/photos/29042349/pexels-photo-29042349.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/gourmet-chicken-parmigiana-with-chips-and-salad-29042349/,downloaded
Seafood Risotto,Italian,italian/seafood-risotto.jpg,https://images.pexels.com/photos/31779538/pexels-photo-31779538.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/delicious-seafood-risotto-with-shrimp-and-clams-31779538/,downloaded
Veg Hakka Noodles,Chinese,chinese/veg-hakka-noodles.jpg,https://images.pexels.com/photos/9045147/pexels-photo-9045147.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/noodle-dish-on-ceramic-plate-9045147/,downloaded
Veg Fried Rice,Chinese,chinese/veg-fried-rice.jpg,https://images.pexels.com/photos/10695966/pexels-photo-10695966.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/rice-bowl-with-mixed-vegetable-toppings-10695966/,downloaded
Paneer Chilli Dry,Chinese,chinese/paneer-chilli-dry.jpg,https://images.pexels.com/photos/28674541/pexels-photo-28674541.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/delicious-paneer-tikka-in-rich-tomato-gravy-28674541/,downloaded
Gobi Manchurian,Chinese,chinese/gobi-manchurian.jpg,https://images.pexels.com/photos/35071824/pexels-photo-35071824.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/delicious-crispy-cauliflower-with-sauces-35071824/,downloaded
Chicken Schezwan Noodles,Chinese,chinese/chicken-schezwan-noodles.jpg,https://images.pexels.com/photos/35779075/pexels-photo-35779075.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/delicious-schezwan-stir-fried-noodles-with-paneer-35779075/,downloaded
Chicken Fried Rice,Chinese,chinese/chicken-fried-rice.jpg,https://images.pexels.com/photos/34668500/pexels-photo-34668500.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/delicious-asian-chicken-fried-rice-dish-34668500/,downloaded
Chilli Garlic Prawns,Chinese,chinese/chilli-garlic-prawns.jpg,https://images.pexels.com/photos/7111475/pexels-photo-7111475.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/cooked-food-on-the-plate-7111475/,downloaded
Veg Sushi Roll,Japanese,japanese/veg-sushi-roll.jpg,https://images.pexels.com/photos/30604611/pexels-photo-30604611.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/gourmet-sushi-roll-with-vegetables-and-crispy-topping-30604611/,downloaded
Avocado Inari Pocket,Japanese,japanese/avocado-inari-pocket.jpg,https://images.pexels.com/photos/37332346/pexels-photo-37332346.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/delicious-japanese-inari-sushi-rolls-in-bowl-37332346/,downloaded
Vegetable Tempura,Japanese,japanese/vegetable-tempura.jpg,https://images.pexels.com/photos/20891777/pexels-photo-20891777.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/seafood-on-plate-20891777/,downloaded
Tofu Teriyaki Bowl,Japanese,japanese/tofu-teriyaki-bowl.jpg,https://images.pexels.com/photos/17308546/pexels-photo-17308546.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/a-bowl-of-rice-with-meat-and-green-onions-17308546/,downloaded
Chicken Katsu Curry,Japanese,japanese/chicken-katsu-curry.jpg,https://images.pexels.com/photos/17593646/pexels-photo-17593646.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/close-up-of-a-chicken-curry-katsu-dish-17593646/,downloaded
Teriyaki Chicken Bowl,Japanese,japanese/teriyaki-chicken-bowl.jpg,https://images.pexels.com/photos/17308537/pexels-photo-17308537.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/close-up-of-a-dish-with-rice-and-chicken-in-sauce-topped-with-spring-onion-17308537/,downloaded
Salmon Sushi Roll,Japanese,japanese/salmon-sushi-roll.jpg,https://images.pexels.com/photos/1148086/pexels-photo-1148086.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/close-up-photo-of-three-sushi-1148086/,downloaded
Veg Quesadilla,Mexican,mexican/veg-quesadilla.jpg,https://images.pexels.com/photos/5836439/pexels-photo-5836439.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/bread-and-sauces-on-plate-5836439/,downloaded
Bean Burrito Bowl,Mexican,mexican/bean-burrito-bowl.jpg,https://images.pexels.com/photos/10696501/pexels-photo-10696501.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/meal-in-bowl-10696501/,downloaded
Mexican Corn Cups,Mexican,mexican/mexican-corn-cups.jpg,https://images.pexels.com/photos/33661250/pexels-photo-33661250.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/delicious-mexican-elotes-in-white-cups-on-yellow-background-33661250/,downloaded
Loaded Veg Tacos,Mexican,mexican/loaded-veg-tacos.jpg,https://images.pexels.com/photos/5848703/pexels-photo-5848703.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/scrumptious-tacos-on-a-plate-5848703/,downloaded
Chicken Quesadilla,Mexican,mexican/chicken-quesadilla.jpg,https://images.pexels.com/photos/14930606/pexels-photo-14930606.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/quesadillas-beside-salsa-and-mayonnaise-on-cups-14930606/,downloaded
Chipotle Chicken Burrito,Mexican,mexican/chipotle-chicken-burrito.jpg,https://images.pexels.com/photos/27365297/pexels-photo-27365297.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/mexican-restaurant-27365297/,downloaded
Prawn Taco Trio,Mexican,mexican/prawn-taco-trio.jpg,https://images.pexels.com/photos/38895468/pexels-photo-38895468.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/delicious-shrimp-tacos-with-lime-and-sauce-38895468/,downloaded
Paneer Butter Masala,Indian,indian/paneer-butter-masala.jpg,https://images.pexels.com/photos/9609838/pexels-photo-9609838.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/paneer-butter-masala-9609838/,downloaded
Dal Makhani,Indian,indian/dal-makhani.jpg,https://images.pexels.com/photos/37182513/pexels-photo-37182513.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/dal-makhani-with-butter-on-yellow-tablecloth-37182513/,downloaded
Veg Kadai Masala,Indian,indian/veg-kadai-masala.jpg,https://images.pexels.com/photos/27254878/pexels-photo-27254878.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/vegan-curry-masala-27254878/,downloaded
Malai Kofta,Indian,indian/malai-kofta.jpg,https://images.pexels.com/photos/36343375/pexels-photo-36343375.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/delicious-spicy-indian-aloo-kofta-curry-dish-36343375/,downloaded
Butter Chicken,Indian,indian/butter-chicken.jpg,https://images.pexels.com/photos/9738981/pexels-photo-9738981.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/meat-stout-with-lemon-9738981/,downloaded
Chicken Tikka Masala,Indian,indian/chicken-tikka-masala.jpg,https://images.pexels.com/photos/10508207/pexels-photo-10508207.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/bowls-of-mouth-watering-indian-food-on-a-wooden-table-10508207/,downloaded
Mutton Rogan Josh,Indian,indian/mutton-rogan-josh.jpg,https://images.pexels.com/photos/9609868/pexels-photo-9609868.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/a-chicken-meal-in-a-ceramic-bowl-9609868/,downloaded
Idli Sambar,South Indian,south-indian/idli-sambar.jpg,https://images.pexels.com/photos/20422128/pexels-photo-20422128.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/meal-and-soup-20422128/,downloaded
Ghee Roast Dosa,South Indian,south-indian/ghee-roast-dosa.jpg,https://images.pexels.com/photos/20422138/pexels-photo-20422138.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/triangular-bread-on-plate-20422138/,downloaded
Masala Uttapam,South Indian,south-indian/masala-uttapam.jpg,https://images.pexels.com/photos/20422130/pexels-photo-20422130.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/pizza-on-plate-20422130/,downloaded
Pongal with Vada,South Indian,south-indian/pongal-with-vada.jpg,https://images.pexels.com/photos/21751212/pexels-photo-21751212.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/sweet-bakery-snack-21751212/,downloaded
Chicken Chettinad,South Indian,south-indian/chicken-chettinad.jpg,https://images.pexels.com/photos/20408438/pexels-photo-20408438.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/spices-and-meal-in-pot-20408438/,downloaded
Madurai Mutton Sukka,South Indian,south-indian/madurai-mutton-sukka.jpg,https://images.pexels.com/photos/28674568/pexels-photo-28674568.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/delicious-indian-mutton-curry-with-bone-marrow-28674568/,downloaded
Meen Kuzhambu,South Indian,south-indian/meen-kuzhambu.jpg,https://images.pexels.com/photos/35041661/pexels-photo-35041661.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/delicious-indian-curry-in-stainless-steel-pot-35041661/,downloaded
Paneer Tikka Masala,North Indian,north-indian/paneer-tikka-masala.jpg,https://images.pexels.com/photos/30858420/pexels-photo-30858420.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/delicious-paneer-tikka-masala-in-bengaluru-restaurant-30858420/,downloaded
Chole Bhature,North Indian,north-indian/chole-bhature.jpg,https://images.pexels.com/photos/36388454/pexels-photo-36388454.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/traditional-indian-plate-with-puri-and-chole-36388454/,downloaded
Aloo Jeera,North Indian,north-indian/aloo-jeera.jpg,https://images.pexels.com/photos/36343375/pexels-photo-36343375.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/delicious-spicy-indian-aloo-kofta-curry-dish-36343375/,downloaded
Navratan Korma,North Indian,north-indian/navratan-korma.jpg,https://images.pexels.com/photos/10508207/pexels-photo-10508207.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/bowls-of-mouth-watering-indian-food-on-a-wooden-table-10508207/,downloaded
Amritsari Fish Fry,North Indian,north-indian/amritsari-fish-fry.jpg,https://images.pexels.com/photos/33865326/pexels-photo-33865326.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/pan-fried-fish-fillet-in-sizzling-oil-33865326/,downloaded
Murgh Lababdar,North Indian,north-indian/murgh-lababdar.jpg,https://images.pexels.com/photos/35158690/pexels-photo-35158690.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/delicious-butter-chicken-curry-in-brass-bowl-35158690/,downloaded
Mutton Korma,North Indian,north-indian/mutton-korma.jpg,https://images.pexels.com/photos/34217292/pexels-photo-34217292.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/indian-curry-dish-with-fresh-garnish-34217292/,downloaded
Garlic Butter Prawns,Seafood,seafood/garlic-butter-prawns.jpg,https://images.pexels.com/photos/7111475/pexels-photo-7111475.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/cooked-food-on-the-plate-7111475/,downloaded
Fish Tikka,Seafood,seafood/fish-tikka.jpg,https://images.pexels.com/photos/2580464/pexels-photo-2580464.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/fried-food-2580464/,downloaded
Calamari Rings,Seafood,seafood/calamari-rings.jpg,https://images.pexels.com/photos/4181933/pexels-photo-4181933.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/fried-onion-rings-and-slices-of-lime-4181933/,downloaded
Crab Pepper Fry,Seafood,seafood/crab-pepper-fry.jpg,https://images.pexels.com/photos/4869432/pexels-photo-4869432.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://www.pexels.com/photo/seafood-on-blue-ceramic-bowl-4869432/,downloaded
